Kandilli Observatory

                            FLARE INDEX OF SOLAR ACTIVITY

                                 NORTH HEMISPHERE

2012

-------------------------------------------------------------------------------------------------------
Day     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
=======================================================================================================
1	0.00	0.00	1.42	0.17	0.06	2.63	13.29	0.50	4.60	0.00	0.00	0.10
2	0.00	0.00	0.21	0.21	0.08	0.17	5.23	0.00	1.65	0.00	0.00	0.00
3	0.54	0.00	0.31	0.13	0.73	0.94	1.33	0.38	0.60	0.00	0.00	0.00
4	0.19	0.00	10.17	0.88	1.04	1.10	4.81	1.85	0.42	0.08	0.00	0.00
5	0.00	0.00	34.33	1.63	2.46	4.23	0.00	0.15	0.35	0.00	0.00	0.00

6	1.40	1.13	7.77	0.19	4.77	1.71	0.23	0.00	0.13	0.00	0.00	0.00
7	0.60	1.27	36.29	0.00	0.77	6.06	1.29	0.00	0.40	0.00	0.00	0.00
8	1.02	1.08	0.71	1.96	1.83	0.19	0.00	0.00	0.38	0.00	2.29	0.06
9	7.40	0.00	0.58	0.00	9.50	2.65	0.23	0.00	0.00	0.19	0.00	0.00
10	0.48	0.00	0.27	0.00	16.04	0.00	0.00	0.35	0.42	0.02	0.00	0.25

11	1.94	0.00	0.08	0.15	7.13	0.42	0.00	0.42	0.13	0.73	0.00	0.19
12	0.96	0.06	0.92	0.06	8.06	0.85	0.23	0.00	0.00	2.13	0.00	0.48
13	0.69	0.00	16.35	0.00	3.63	0.00	0.48	0.25	0.00	0.48	0.15	0.44
14	0.83	0.00	3.63	0.00	2.17	0.00	0.40	1.33	0.15	0.60	2.44	0.00
15	0.06	0.00	2.58	0.00	3.88	0.00	0.00	1.04	0.10	0.29	0.00	0.00

16	1.29	0.00	1.29	0.15	0.67	0.00	0.46	7.65	0.08	1.92	0.23	0.85
17	2.10	0.00	0.00	0.10	4.17	0.00	0.00	0.35	0.00	0.60	0.42	0.54
18	3.02	0.00	0.00	0.00	1.13	0.00	0.00	7.21	0.00	0.00	0.71	0.00
19	23.75	0.15	0.27	0.48	0.60	0.00	0.00	5.71	0.25	3.52	0.44	0.00
20	0.00	2.17	0.00	0.00	0.54	0.00	0.00	0.42	0.00	0.00	4.92	0.00

21	2.42	0.00	0.00	0.42	0.56	0.00	0.00	0.00	0.46	0.06	2.65	1.90
22	4.96	0.00	0.10	0.73	0.44	0.00	0.00	0.27	0.00	0.31	0.08	0.35
23	22.54	0.00	0.00	1.44	0.46	0.00	0.33	0.00	0.00	1.77	0.00	0.15
24	0.42	0.00	0.00	0.00	0.77	0.00	0.00	0.23	0.38	0.00	0.71	0.00
25	0.19	0.00	2.21	0.27	0.00	0.00	0.17	0.42	0.94	0.21	0.25	0.60

26	0.25	0.31	2.56	0.00	0.15	0.40	0.06	0.08	0.00	0.46	0.06	0.35
27	2.71	0.23	1.81	2.10	0.00	2.63	2.21	0.40	2.29	0.00	0.25	0.40
28	0.00	0.00	0.96	2.17	0.00	2.15	0.00	0.42	0.46	0.15	0.15	0.00
29	0.00	0.65	0.46	0.19	0.00	2.94	0.00	0.46	3.38	0.00	4.54	0.23
30	0.00		0.19	0.00	0.19	2.67	1.75	2.71	1.52	0.00	1.25	0.00
31	0.00		0.48		1.35		1.96	1.69		0.00		0.00
-------------------------------------------------------------------------------------------------------
Mean	2.57	0.24	4.06	0.45	2.36	1.06	1.11	1.11	0.64	0.44	0.72	0.22
-------------------------------------------------------------------------------------------------------
Yearly Mean =	1.25
