Kandilli Observatory

                            FLARE INDEX OF SOLAR ACTIVITY

                                 SOUTH HEMISPHERE

2013

------------------------------------------------------------------------------------------------------
Day     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
======================================================================================================
1	0.00	0.00	0.35	0.00	1.79	0.21	0.00	2.08	0.04	0.10	5.54	0.00
2	0.00	0.00	0.00	0.00	0.73	0.08	6.60	0.08	0.23	0.00	6.50	0.00
3	0.00	0.00	0.00	0.98	0.67	1.33	4.29	0.06	1.04	0.06	2.35	0.00
4	0.00	0.00	0.00	0.00	0.38	0.00	7.31	0.00	7.35	0.00	1.23	0.23
5	0.46	0.00	0.27	0.81	1.21	4.67	17.23	0.00	0.56	0.00	5.56	1.21

6	0.00	0.00	0.00	0.00	0.75	0.00	4.00	0.00	0.00	0.31	7.96	0.85
7	0.00	0.00	0.00	0.00	1.06	0.00	3.29	0.35	0.15	0.17	3.27	2.38
8	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.21	0.38	0.00	4.81	0.88
9	0.00	0.00	0.00	0.19	0.00	0.00	2.96	0.15	0.00	0.46	1.33	0.08
10	0.00	0.00	0.00	0.33	0.00	0.00	3.65	0.00	0.19	3.21	3.19	0.88

11	0.00	0.00	0.04	0.48	0.29	0.00	0.21	4.42	0.00	15.54	2.04	1.63
12	0.00	0.00	0.13	1.21	0.00	0.58	0.92	1.81	0.00	3.85	1.96	2.00
13	0.00	0.00	0.08	0.00	0.00	1.00	0.85	0.90	0.00	4.27	0.33	0.83
14	0.00	0.00	0.00	0.00	0.10	0.67	0.06	5.33	0.00	3.15	1.23	1.50
15	0.04	0.06	0.00	0.27	0.00	0.00	4.75	2.56	0.00	7.52	3.85	0.06

16	0.00	0.00	0.44	1.29	0.00	1.04	1.38	1.40	0.00	3.17	4.10	0.65
17	0.00	0.00	0.00	0.54	0.81	2.56	1.02	22.35	0.00	3.69	2.17	1.08
18	0.00	0.15	0.00	0.00	0.31	1.65	0.00	1.40	0.31	1.31	0.52	1.67
19	0.00	0.00	0.00	0.00	4.75	0.10	0.25	1.27	0.06	0.00	0.54	0.73
20	0.00	0.00	0.00	0.00	0.79	1.04	0.00	0.00	0.00	0.00	0.00	0.17

21	0.00	0.00	0.00	0.96	1.83	7.33	5.54	1.00	0.00	0.13	0.17	3.15
22	0.00	0.00	0.29	0.33	3.19	2.60	0.00	0.48	0.00	0.19	0.00	12.77
23	0.00	0.00	0.08	0.00	3.38	0.29	0.00	1.33	0.00	2.40	0.00	3.25
24	0.00	0.00	0.00	0.00	1.35	2.17	1.33	0.04	0.25	7.13	0.00	0.00
25	0.00	0.00	0.00	0.00	0.00	0.96	1.46	0.00	0.00	7.13	0.00	0.25

26	0.00	0.00	0.00	0.17	2.33	0.10	0.50	0.00	0.00	16.88	0.00	0.44
27	0.00	0.19	0.00	0.00	0.00	1.44	0.44	0.00	0.00	5.60	0.00	1.44
28	0.00	0.44	0.00	1.13	0.00	2.58	4.27	0.00	0.00	25.75	0.67	2.56
29	0.00		0.00	1.75	0.00	0.00	0.54	0.00	0.00	2.10	0.10	3.00
30	0.00		0.00	2.23	0.29	2.98	0.00	0.31	0.00	0.00	0.00	0.65
31	0.15		0.00		0.73		0.08	0.27		0.29		16.19
------------------------------------------------------------------------------------------------------
Mean	0.02	0.03	0.05	0.42	0.86	1.18	2.36	1.54	0.35	3.69	1.98	1.95
------------------------------------------------------------------------------------------------------
Yearly Mean =	1.20
