Kandilli Observatory

                            FLARE INDEX OF SOLAR ACTIVITY

                                 SOUTH HEMISPHERE

2011

-------------------------------------------------------------------------------------------------------
Day     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
=======================================================================================================
1	0.00	0.00	0.00	0.00	0.21	6.02	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.17	0.92	7.98	0.00	0.00	2.58	0.00	0.00	0.00
3	0.63	0.06	0.00	0.00	0.00	1.02	0.00	0.00	0.58	0.00	0.35	0.17
4	0.00	0.25	0.00	0.00	0.00	0.42	0.00	0.00	0.10	0.00	0.00	0.00
5	0.00	0.35	0.52	0.00	0.00	0.00	0.00	0.38	0.00	1.42	0.00	0.56

6	0.00	0.00	1.60	0.00	0.00	0.19	0.00	1.23	0.00	0.54	3.17	0.00
7	0.00	0.00	2.81	0.00	0.00	9.17	0.00	0.35	0.00	0.04	0.00	0.00
8	0.00	0.00	1.50	0.00	0.00	0.21	7.23	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.27	0.00	0.00	1.13	0.00	0.00	0.19	0.00	0.40	0.58
10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.17	0.00	0.58	0.19	0.19

11	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	2.71	0.98	0.21
12	0.00	0.00	0.00	0.00	0.81	0.00	1.02	0.00	0.00	0.75	0.73	0.79
13	0.00	3.81	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.10	0.58	0.25
14	0.00	2.50	0.00	0.00	0.67	0.00	0.90	0.00	3.92	0.50	0.00	0.38
15	0.00	4.02	0.00	0.00	0.00	2.40	0.00	0.00	1.08	0.27	0.08	0.00

16	0.00	2.15	0.00	0.00	0.17	0.21	0.10	0.00	8.25	0.10	1.33	0.00
17	0.00	1.88	0.00	0.00	0.15	0.73	0.88	1.35	0.29	1.02	1.21	0.00
18	0.00	0.23	0.00	0.00	0.00	0.17	0.69	0.31	0.00	0.00	1.54	0.00
19	0.00	0.13	0.00	1.02	0.00	1.44	0.21	0.00	0.00	0.00	0.13	0.00
20	0.00	0.00	0.00	1.10	0.00	0.00	0.42	0.10	0.33	0.00	3.46	0.19

21	0.00	0.00	0.00	25.40	0.00	0.00	0.08	2.63	0.00	0.00	0.38	2.02
22	0.00	0.00	0.27	32.67	0.00	0.00	0.00	0.00	0.00	0.00	0.21	1.10
23	0.00	0.00	0.19	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24	0.00	0.00	2.60	0.42	0.00	0.00	0.00	0.00	5.85	0.00	0.00	0.29
25	0.00	0.00	0.44	0.00	0.92	0.00	0.00	0.10	6.10	0.00	0.00	4.54

26	0.00	0.00	0.08	0.00	0.46	0.00	0.00	0.00	0.63	0.00	0.00	5.04
27	0.00	0.00	0.75	0.23	0.44	0.00	0.00	0.00	0.00	0.00	0.00	3.83
28	0.33	0.00	0.29	0.00	4.04	0.00	0.00	0.75	0.00	0.00	0.00	1.83
29	0.15		0.00	0.23	5.75	0.00	0.00	0.00	0.00	0.00	0.00	2.81
30	0.00		0.00	1.65	2.00	0.00	0.00	2.23	0.00	0.00	0.54	1.81
31	0.00		1.98		0.15		0.00	0.83		0.00		3.44
-------------------------------------------------------------------------------------------------------
Mean	0.04	0.55	0.43	2.14	0.54	1.04	0.47	0.34	1.00	0.26	0.51	0.97
-------------------------------------------------------------------------------------------------------
Yearly Mean =	0.69
