date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,2:40,1,2,3,19,
3,4:30,1,2,5,23,
4,2:27,0,0,5,24,
5,2:43,0,0,5,23,
6,2:54,0,0,4,20,
7,2:50,1,2,2,13,
8,,,,,,C
9,2:50,2,8,1,7,
10,,,,,,C
11,2:39,5,11,1,15,
12,2:24,6,18,1,17,
13,,,,,,C-R
14,3:00,6,36,1,3,
15,2:03,6,26,1,4,
16,2:49,6,27,1,11,
17,2:08,5,23,2,13,
18,,,,,,M
19,4:22,3,12,2,7,
20,,,,,,C
21,2:51,2,10,0,0,
22,2:36,3,9,0,0,
23,6:59,1,7,1,7,
24,2:48,2,10,0,0,
25,4:20,2,6,1,6,
26,2:50,1,3,1,5,
27,,,,,,C
28,2:40,1,3,1,4,
29,,,,,,C
30,3:03,2,7,3,10,
31,,,,,,C
