date,time,ng,nf,sg,sf,remarks
1,4:26,4,13,5,13,
2,4:44,5,13,4,15,
3,3:28,6,15,3,17,
4,3:45,5,19,2,15,
5,3:43,5,14,4,12,
6,,,,,,M
7,3:50,3,15,2,16,
8,4:42,3,16,3,22,
9,2:11,2,12,2,28,
10,2:11,2,9,3,32,
11,3:22,3,15,3,26,
12,4:11,5,11,4,38,
13,4:17,7,14,5,41,
14,4:10,7,22,4,48,
15,3:15,6,16,5,50,
16,3:10,5,23,4,52,
17,5:10,5,21,5,58,
18,,,,,,C
19,3:33,8,25,6,41,
20,,,,,,M
21,,,,,,M
22,3:07,7,31,2,39,
23,3:51,6,30,2,53,
24,4:02,5,21,3,48,
25,6:57,3,20,3,33,
26,4:50,2,25,3,19,
27,3:14,2,24,2,11,
28,3:30,2,16,5,21,
29,3:56,2,2,3,18,
30,3:30,2,4,4,18,
31,3:24,2,7,3,22,
