date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,C-R
3,,,,,,R
4,,,,,,M
5,3:25,5,45,2,104,"naked eye=1a,1b"
6,,,,,,C
7,,,,,,C
8,2:10,11,108,1,72,
9,,,,,,M
10,2:06,11,172,3,66,naked eye=1b
11,2:11,12,175,4,40,naked eye=1c
12,3:37,12,148,5,25,naked eye=1c
13,,,,,,C
14,,,,,,R
15,0:50,9,75,1,7,
16,,,,,,C
17,,,,,,C
18,2:40,6,51,3,25,
19,,,,,,R
20,0:20,5,26,6,54,naked eye=1b
21,1:16,2,10,3,51,naked eye=1b
22,,,,,,C
23,,,,,,C
24,-17,2,4,3,40,naked eye=1b
25,2:34,0,0,4,39,naked eye=1c
26,2:10,0,0,4,45,
27,,,,,,C
28,,,,,,C
29,,,,,,C
30,,,,,,M
