date,time,ng,nf,sg,sf,remarks
1,13:35,4,16,0,0,
2,,,,,,M
3,13:15,2,4,0,0,
4,13:00,5,14,0,0,
5,,,,,,C
6,13:15,6,18,1,2,
7,12:45,5,15,1,5,
8,12:45,4,25,1,15,
9,12:45,5,43,1,28,
10,,,,,,M
11,13:45,5,73,1,72,
12,,,,,,C
13,13:00,4,48,1,60,
14,12:50,6,40,1,43,
15,11:15,6,48,1,44,
16,,,,,,C
17,12:20,5,47,1,4,
18,,,,,,M
19,,,,,,C
20,,,,,,C
21,11:20,5,9,1,5,
22,11:30,5,6,1,3,
23,14:30,3,10,1,4,
24,,,,,,M
25,11:50,3,17,2,10,
26,12:15,3,23,2,12,
27,,,,,,C
28,12:15,2,12,2,15,
29,12:15,2,12,2,13,
30,12:20,2,7,4,20,
31,,,,,,C
