date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:51,4,30,1,30,
3,3:23,3,28,2,26,
4,3:21,3,37,1,21,
5,,,,,,M
6,,,,,,C
7,2:26,2,41,4,29,
8,,,,,,C-R
9,4:53,5,48,7,38,
10,4:15,6,59,8,27,
11,2:58,8,76,4,18,
12,2:53,7,69,5,18,
13,3:32,7,67,5,22,
14,2:41,5,53,6,23,
15,1:35,4,47,7,23,
16,2:45,4,47,8,46,
17,3:42,4,41,8,57,
18,,,,,,M
19,,,,,,C
20,,,,,,C
21,,,,,,R
22,3:10,2,61,4,24,
23,2:42,2,71,3,14,
24,3:20,5,75,2,4,
25,3:21,4,65,1,4,
26,4:02,4,55,3,8,
27,,,,,,M
28,4:00,4,46,4,8,
29,,,,,,M
30,4:04,7,50,4,16,
31,3:00,8,44,1,6,
