date,time,ng,nf,sg,sf,remarks
1,4:10,1,3,0,0,
2,,,,,,C-R
3,3:12,3,14,1,2,
4,2:20,3,15,1,7,
5,,,,,,R
6,5:20,3,29,2,22,
7,,,,,,C
8,,,,,,C
9,,,,,,R
10,,,,,,S
11,2:06,4,43,2,8,
12,,,,,,C
13,3:24,4,38,1,4,
14,2:53,3,33,1,2,
15,2:05,3,25,2,7,
16,0:50,2,13,2,4,
17,,,,,,R
18,,,,,,C
19,3:01,2,9,2,14,
20,2:50,2,5,3,12,
21,2:30,1,2,4,12,
22,,,,,,R
23,,,,,,R
24,6:02,2,12,2,10,
25,2:16,2,13,3,13,
26,3:16,1,6,2,10,
27,2:06,1,12,3,16,
28,3:10,1,10,4,12,
29,2:59,2,9,5,17,
30,3:20,2,13,4,23,
31,,,,,,R
