date,time,ng,nf,sg,sf,remarks
1,2:29,3,6,3,13,
2,,,,,,M
3,,,,,,M
4,3:20,0,0,4,23,
5,1:26,0,0,4,21,
6,,,,,,C
7,4:40,0,0,3,7,
8,4:12,0,0,3,14,
9,2:49,1,3,2,10,
10,2:17,2,12,2,6,
11,5:40,1,15,3,7,
12,2:42,2,20,3,7,
13,2:49,2,27,3,6,
14,,,,,,M
15,4:28,3,44,2,5,
16,5:01,4,37,3,10,
17,,,,,,M
18,,,,,,R
19,2:22,4,18,2,9,
20,2:24,3,16,1,6,
21,2:38,3,21,2,6,
22,2:31,3,22,1,11,
23,,,,,,M
24,,,,,,R
25,5:10,1,9,2,21,
26,,,,,,M
27,5:08,2,12,2,13,
28,,,,,,R
29,6:03,2,9,3,11,
30,4:54,2,4,3,10,
31,2:32,0,0,3,9,
