date,time,ng,nf,sg,sf,remarks
1,3:00,6,109,4,18,肉眼黒点＝1
2,3:10,6,92,1,13,肉眼黒点＝1
3,3:15,7,116,1,7,肉眼黒点＝1
4,,,,,,R
5,3:10,5,58,1,2,肉眼黒点＝1
6,,,,,,M
7,3:05,3,40,1,3,肉眼黒点＝1
8,3:15,3,32,2,4,肉眼黒点＝1
9,2:55,3,23,4,18,肉眼黒点＝1
10,3:03,2,10,4,26,肉眼黒点＝1
11,3:52,3,13,4,27,肉眼黒点＝1
12,4:06,4,12,3,32,
13,3:20,7,17,4,38,
14,3:16,6,38,4,36,
15,,,,,,C
16,,,,,,C-R
17,,,,,,S-C
18,4:17,6,57,5,38,
19,3:57,5,39,5,31,
20,5:05,7,30,5,33,
21,3:56,5,30,5,33,
22,6:17,3,19,3,25,
23,3:51,2,17,2,14,
24,4:51,4,19,2,12,
25,,,,,,C
26,,,,,,C
27,,,,,,C
28,3:17,3,45,0,0,
29,3:42,4,30,0,0,
30,3:20,5,23,0,0,
