date,time,ng,nf,sg,sf,remarks
1,13:00,5,61,5,47,
2,,,,,,C
3,,,,,,C
4,,,,,,C
5,10:45,8,140,3,21,
6,,,,,,C
7,,,,,,M
8,13:30,6,103,3,38,
9,13:00,6,75,3,66,
10,13:15,5,60,3,66,
11,12:40,5,38,3,57,
12,13:45,6,30,2,61,
13,13:30,5,18,5,33,
14,13:40,5,20,7,28,
15,11:30,4,32,5,44,
16,12:10,5,40,6,28,
17,,,,,,M
18,14:20,6,55,4,44,
19,12:00,5,53,5,38,
20,,,,,,R
21,,,,,,C
22,,,,,,M
23,,,,,,C
24,,,,,,R
25,,,,,,R
26,,,,,,R
27,,,,,,M
28,,,,,,C
29,13:45,8,69,6,102,
30,16:20,8,87,4,104,
31,16:10,9,152,6,104,
