date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,R
3,,,,,,C
4,2:44,9,68,5,36,
5,1:01,8,96,6,25,
6,4:29,8,92,3,20,naked eye=1b
7,1:45,8,88,3,22,naked eye=1a
8,,,,,,M
9,3:15,8,111,7,46,naked eye=1a
10,,,,,,R
11,5:10,10,87,9,77,naked eye=1a
12,1:21,8,65,8,72,naked eye=1a
13,,,,,,C-R
14,4:14,3,37,10,62,
15,3:50,3,32,9,52,
16,2:38,3,33,9,58,
17,,,,,,C
18,4:05,3,29,6,46,
19,,,,,,C
20,,,,,,R-C
21,4:30,3,27,6,48,
22,,,,,,C-R
23,,,,,,R
24,,,,,,R
25,,,,,,R-C
26,5:20,5,39,7,41,
27,3:38,6,46,4,44,naked eye=1c
28,6:27,6,53,7,50,naked eye=1c
29,5:20,6,58,5,57,naked eye=1c
30,3:15,5,55,7,55,naked eye=1c
