date,time,ng,nf,sg,sf,remarks
1,3:33,0,0,0,0,
2,2:50,0,0,0,0,
3,,,,,,C
4,2:52,0,0,0,0,
5,2:35,0,0,0,0,
6,2:40,0,0,0,0,
7,3:14,0,0,0,0,
8,4:35,0,0,0,0,
9,,,,,,C
10,,,,,,M
11,5:17,0,0,0,0,
12,2:29,0,0,0,0,
13,2:02,0,0,0,0,
14,2:53,0,0,0,0,
15,2:30,0,0,0,0,
16,2:52,0,0,0,0,
17,4:29,0,0,0,0,
18,3:50,0,0,1,4,
19,2:20,0,0,1,3,
20,0:24,0,0,1,1,
21,2:02,0,0,0,0,
22,2:08,0,0,0,0,
23,1:45,0,0,0,0,
24,2:50,0,0,0,0,
25,7:05,0,0,0,0,
26,2:06,0,0,0,0,
27,2:10,0,0,0,0,
28,,,,,,R-C
29,2:40,0,0,0,0,
30,2:13,0,0,0,0,
31,,,,,,M
