date,time,ng,nf,sg,sf,remarks
1,5:38,4,11,4,67,
2,,,,,,C
3,3:40,3,9,4,39,
4,4:10,5,21,5,39,
5,2:07,7,32,4,35,
6,4:14,7,36,5,34,
7,,,,,,C
8,,,,,,C
9,,,,,,M
10,4:09,9,59,1,3,
11,2:50,8,83,2,4,
12,2:50,6,92,2,3,
13,,,,,,C
14,2:56,7,105,0,0,
15,3:50,6,75,0,0,
16,3:00,7,68,0,0,
17,1:47,4,45,1,1,
18,2:35,5,26,1,3,
19,3:00,5,21,3,15,
20,,,,,,S
21,2:34,3,13,5,35,
22,,,,,,C
23,2:34,2,14,9,63,
24,2:56,3,23,8,86,
25,,,,,,C
26,,,,,,C
27,,,,,,S
28,3:30,5,28,4,62,
29,2:15,3,22,6,42,
30,3:31,7,26,5,43,
31,,,,,,M
