date,time,ng,nf,sg,sf,remarks
1,3:11,1,7,1,9,
2,4:41,1,8,1,19,
3,3:38,1,6,1,22,
4,3:44,1,4,1,24,
5,,,,,,M
6,,,,,,M
7,2:30,1,2,3,33,
8,2:50,1,2,3,29,
9,1:57,1,2,2,38,
10,2:16,2,4,3,57,
11,2:08,2,6,3,73,
12,3:30,2,5,2,77,
13,3:00,3,9,2,91,
14,3:19,2,6,3,82,
15,,,,,,C
16,2:53,2,10,2,56,
17,,,,,,R
18,4:20,4,31,1,19,
19,3:33,4,25,1,1,
20,2:20,4,29,0,0,
21,0:00,3,37,1,12,
22,4:30,4,36,1,23,
23,,,,,,C-R
24,5:42,2,10,1,17,
25,2:48,2,20,1,13,
26,4:24,2,10,1,11,
27,5:10,1,12,1,2,
28,2:37,1,9,1,2,
29,3:20,1,4,1,2,
30,,,,,,C-R
31,2:13,2,4,0,0,
