date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,M
3,,,,,,M
4,13:45,2,4,1,1,
5,12:05,1,6,1,3,
6,12:35,2,17,1,2,
7,12:55,5,19,0,0,
8,12:15,5,30,0,0,
9,13:55,4,34,0,0,
10,14:20,5,38,0,0,
11,11:40,5,54,0,0,
12,14:15,6,65,0,0,
13,,,,,,R
14,,,,,,R
15,12:35,5,26,0,0,
16,,,,,,M
17,,,,,,C-R
18,13:15,5,37,0,0,
19,,,,,,M
20,12:55,4,28,1,4,
21,15:05,4,38,2,5,
22,12:45,4,45,1,1,
23,12:35,3,47,1,2,
24,12:20,4,43,0,0,
25,,,,,,C-R
26,,,,,,M
27,,,,,,M
28,13:20,5,33,0,0,
29,,,,,,C
30,12:00,3,19,0,0,
