date,time,ng,nf,sg,sf,remarks
1,13:50,7,26,5,31,
2,12:40,7,38,4,28,
3,,,,,,R
4,12:35,5,15,5,27,
5,11:56,5,22,5,36,
6,11:43,4,18,6,53,
7,12:22,4,23,7,49,
8,12:11,4,,6,,M
9,12:03,5,41,3,27,
10,,,,,,R
11,11:33,3,30,2,18,
12,11:42,4,37,4,19,
13,10:36,5,28,4,23,
14,12:48,6,21,3,30,
15,,,,,,M
16,12:03,5,15,5,23,
17,12:17,4,18,5,33,
18,12:46,3,44,5,21,
19,,,,,,C-R
20,12:09,3,49,3,8,
21,12:14,3,51,2,6,
22,12:30,3,48,2,4,
23,13:27,3,51,2,9,
24,12:35,5,58,2,11,
25,,,,,,C
26,,,,,,R
27,,,,,,M
28,,,,,,R
29,,,,,,C
30,10:16,3,41,3,16,
