date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,13:30,2,21,2,6,
3,8:05,2,28,1,7,
4,,,,,,C
5,11:10,2,29,2,8,
6,10:45,3,41,2,11,
7,8:15,3,33,2,5,
8,,,,,,M
9,12:45,2,15,3,8,
10,13:45,2,16,4,12,
11,14:00,2,18,2,7,
12,14:15,2,23,1,5,
13,13:20,3,25,2,3,
14,13:50,3,22,2,3,
15,13:20,3,20,1,4,
16,10:15,3,30,1,4,
17,10:00,2,19,1,4,
18,9:30,1,18,2,5,
19,9:00,1,20,3,18,
20,10:00,1,18,3,21,
21,,,,,,R
22,9:40,3,8,2,18,
23,9:00,3,4,2,24,
24,,,,,,C
25,14:00,2,2,2,10,
26,,,,,,C
27,,,,,,M
28,9:30,3,19,2,4,
29,10:05,3,19,3,4,
30,12:00,3,20,3,4,
31,13:20,2,14,1,6,
