date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,M
3,,,,,,R
4,,,,,,C
5,,,,,,R
6,2:17,0,0,2,8,
7,2:19,1,1,2,4,
8,,,,,,R
9,,,,,,R
10,2:48,0,0,0,0,
11,,,,,,M
12,2:41,1,6,1,1,
13,2:41,1,7,1,3,
14,3:37,1,2,1,12,
15,2:29,0,0,1,12,
16,6:40,0,0,1,16,
17,2:54,0,0,4,33,
18,2:30,1,1,5,36,
19,,,,,,R
20,,,,,,R
21,2:58,1,11,5,45,
22,2:27,2,16,4,38,
23,1:58,3,30,5,39,
24,4:43,3,45,5,31,
25,0:42,3,74,4,28,
26,,,,,,R
27,2:20,4,61,4,20,
28,4:50,4,54,4,19,
29,2:41,4,53,4,27,
30,,,,,,R
31,1:40,4,34,4,46,
