date,time,ng,nf,sg,sf,remarks
1,2:53,4,73,2,8,
2,,,,,,C
3,,,,,,C
4,4:28,2,16,2,13,
5,1:12,2,4,4,22,
6,2:43,1,6,5,31,
7,4:32,1,12,5,33,
8,3:33,1,11,5,37,
9,3:57,1,7,5,66,
10,1:20,1,9,5,83,
11,1:50,1,4,6,80,
12,0:52,1,3,5,72,
13,4:24,0,0,7,53,
14,2:53,0,0,5,40,
15,3:15,1,3,4,25,
16,1:47,1,2,4,19,
17,,,,,,S
18,3:27,1,21,3,8,
19,4:07,2,28,3,4,
20,4:06,2,46,0,0,
21,3:13,2,65,1,1,
22,4:43,2,61,2,15,
23,,,,,,S
24,5:00,3,50,2,29,
25,,,,,,C
26,,,,,,S
27,4:07,2,31,1,30,
28,3:03,2,25,2,30,
29,3:30,2,21,3,31,
