date,time,ng,nf,sg,sf,remarks
1,2:25,2,7,0,0,
2,2:46,2,6,0,0,
3,2:51,2,7,0,0,
4,1:48,3,8,0,0,
5,2:56,3,17,0,0,
6,2:26,3,13,1,2,
7,2:39,3,7,1,3,
8,,,,,,C
9,,,,,,C
10,3:30,3,18,1,2,
11,,,,,,C
12,,,,,,C
13,4:40,2,6,0,0,
14,,,,,,C
15,6:00,3,19,0,0,
16,2:50,3,12,1,1,
17,2:36,1,7,1,2,
18,2:26,1,3,1,2,
19,3:43,0,0,1,2,
20,2:02,0,0,0,0,
21,3:05,0,0,0,0,
22,5:41,0,0,0,0,
23,2:22,0,0,0,0,
24,6:08,1,2,0,0,
25,2:49,1,4,0,0,
26,3:26,1,2,0,0,
27,2:06,1,2,0,0,
28,1:59,1,2,0,0,
29,3:30,2,5,0,0,
30,2:24,2,13,0,0,
31,2:24,2,13,0,0,
