date,time,ng,nf,sg,sf,remarks
1,5:30,1,2,0,0,
2,2:50,1,2,0,0,
3,1:01,1,2,0,0,
4,2:24,0,0,0,0,
5,,,,,,R
6,4:04,1,1,0,0,
7,,,,,,C
8,,,,,,C
9,,,,,,C
10,,,,,,C
11,0:32,0,0,1,32,
12,3:59,0,0,1,10,
13,2:47,0,0,1,4,
14,3:35,0,0,0,0,
15,7:50,0,0,0,0,
16,2:16,0,0,0,0,
17,2:32,0,0,0,0,
18,2:28,0,0,0,0,
19,2:59,0,0,0,0,
20,,,,,,M
21,,,,,,M
22,,,,,,M
23,,,,,,C
24,1:46,0,0,0,0,
25,1:55,0,0,0,0,
26,2:11,0,0,0,0,
27,3:52,0,0,1,2,
28,1:46,0,0,1,8,
29,4:01,0,0,1,14,
30,,,,,,C
31,2:53,0,0,1,25,
