date,time,ng,nf,sg,sf,remarks
1,2:10,5,37,0,0,
2,2:29,6,48,1,2,
3,4:06,6,30,1,3,
4,5:30,7,28,2,13,
5,,,,,,C-R
6,4:32,4,10,3,12,
7,2:55,4,9,3,12,
8,2:31,2,9,2,8,
9,6:20,3,6,3,12,
10,2:38,5,15,2,13,
11,2:50,4,15,2,16,
12,3:10,5,16,3,25,
13,,,,,,C
14,,,,,,C
15,,,,,,R-C
16,2:43,3,43,6,22,
17,,,,,,C
18,2:45,5,47,4,23,
19,3:28,4,34,3,17,
20,5:00,5,52,3,8,
21,,,,,,C
22,,,,,,R
23,5:01,5,56,1,11,
24,4:56,4,50,1,8,
25,,,,,,C
26,2:31,5,35,1,4,
27,3:30,5,30,1,2,
28,3:01,5,40,0,0,
29,3:10,5,45,0,0,
30,,,,,,C
31,4:31,5,41,0,0,
