date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:39,1,2,7,39,
3,2:52,0,0,6,34,
4,2:29,0,0,6,42,
5,2:27,0,0,5,38,
6,,,,,,R-C
7,3:02,1,8,3,25,
8,5:20,2,14,3,21,
9,3:12,4,28,3,11,
10,2:57,4,31,3,9,
11,2:40,1,16,5,22,
12,2:21,2,24,5,23,
13,2:52,2,16,4,22,
14,,,,,,M
15,,,,,,S
16,4:50,1,5,2,11,
17,,,,,,C
18,2:19,0,0,3,12,
19,,,,,,C
20,2:35,1,2,3,12,
21,4:22,1,2,2,11,
22,,,,,,S-R
23,4:12,1,2,2,13,
24,4:05,1,2,2,12,
25,,,,,,C
26,2:42,2,15,3,14,
27,,,,,,M
28,5:02,2,18,3,38,
29,2:09,3,26,5,40,
30,,,,,,S
31,2:54,3,36,4,26,
