date,time,ng,nf,sg,sf,remarks
1,4:33,0,0,0,0,
2,,,,,,R
3,4:28,0,0,0,0,
4,6:14,0,0,1,4,
5,5:39,0,0,1,1,
6,5:23,0,0,0,0,
7,,,,,,C
8,,,,,,C
9,,,,,,R
10,,,,,,R
11,,,,,,R
12,,,,,,R
13,6:16,0,0,0,0,
14,3:10,0,0,1,2,
15,7:01,0,0,0,0,
16,5:00,0,0,0,0,
17,,,,,,R
18,4:12,1,1,0,0,
19,3:02,0,0,0,0,
20,4:26,0,0,0,0,
21,1:04,0,0,1,1,
22,4:28,0,0,0,0,
23,2:12,2,11,0,0,
24,4:49,3,14,0,0,
25,2:32,3,29,0,0,
26,,,,,,C
27,6:36,2,7,0,0,
28,,,,,,C
29,,,,,,C
30,4:47,0,0,0,0,
31,2:49,0,0,0,0,
