date,time,ng,nf,sg,sf,remarks
1,2:30,0,0,0,0,
2,2:15,0,0,0,0,
3,,,,,,C
4,,,,,,C
5,4:00,0,0,1,4,
6,,,,,,C
7,,,,,,C
8,3:20,0,0,0,0,
9,,,,,,C
10,3:55,0,0,0,0,
11,3:25,0,0,0,0,
12,4:00,0,0,0,0,
13,2:30,0,0,0,0,
14,3:40,0,0,0,0,
15,3:20,0,0,0,0,
16,2:50,0,0,0,0,
17,3:10,0,0,0,0,
18,1:50,0,0,0,0,
19,2:00,0,0,0,0,
20,,,,,,C
21,2:15,0,0,0,0,
22,,,,,,C
23,,,,,,C
24,2:00,0,0,0,0,
25,2:20,0,0,0,0,
26,,,,,,M
27,2:00,0,0,0,0,
28,4:00,0,0,0,0,
29,1:50,0,0,0,0,
30,3:40,0,0,0,0,
31,3:30,0,0,0,0,
