date,time,ng,nf,sg,sf,remarks
1,0:56,4,40,7,26,
2,3:04,4,41,4,17,
3,,,,,,R
4,3:43,7,24,5,35,
5,0:22,5,19,5,28,
6,0:21,5,24,4,26,
7,,,,,,C
8,,,,,,C
9,,,,,,C
10,5:30,6,31,6,37,
11,4:16,6,33,6,45,
12,3:32,5,48,6,49,
13,3:50,6,39,4,31,
14,,,,,,R
15,,,,,,R
16,1:55,6,28,5,33,
17,2:41,6,15,5,23,
18,3:49,5,7,4,24,
19,4:00,3,6,6,27,
20,3:22,5,13,4,23,
21,,,,,,C
22,3:37,6,45,2,4,
23,3:03,8,88,1,6,
24,4:48,8,98,1,3,
25,m1:13,8,96,2,9,
26,4:02,8,86,2,12,
27,3:53,7,64,3,11,
28,3:44,5,57,2,10,
29,1:26,5,33,2,16,
30,,,,,,C
