date,time,ng,nf,sg,sf,remarks
1,4:10,1,6,1,7,
2,,,,,,R
3,,,,,,C
4,8:30,2,4,4,22,
5,4:00,2,18,6,23,
6,,,,,,C
7,4:16,2,44,2,6,
8,m1:20,2,59,1,9,
9,,,,,,C-R
10,5:24,4,84,2,18,
11,2:59,4,83,3,15,
12,3:30,3,72,3,11,
13,3:25,3,65,2,4,
14,,,,,,R
15,3:26,4,21,0,0,
16,3:25,4,13,1,2,
17,,,,,,C
18,,,,,,R-C
19,3:37,1,4,0,0,
20,3:40,2,5,1,2,
21,4:02,2,5,2,3,
22,,,,,,R
23,1:30,0,0,1,2,
24,6:50,2,4,1,2,
25,1:59,4,11,1,2,
26,3:45,4,21,2,3,
27,2:02,2,32,0,0,
28,2:30,3,54,0,0,
29,3:20,3,83,0,0,
30,,,,,,C
31,7:40,3,60,1,2,
