date,time,ng,nf,sg,sf,remarks
1,11:50,9,81,6,80,
2,15:15,8,91,7,94,
3,14:50,7,71,6,54,
4,15:10,6,77,7,42,
5,,,,,,M
6,,,,,,M
7,,,,,,M
8,,,,,,C
9,,,,,,M
10,,,,,,C
11,,,,,,M
12,15:15,5,26,5,80,
13,,,,,,
14,,,,,,
15,15:30,4,38,2,54,
16,14:00,3,50,2,45,
17,15:00,4,36,4,39,
18,,,,,,
19,14:20,4,44,2,21,
20,,,,,,
21,10:10,4,23,3,23,
22,12:20,6,19,3,33,
23,,,,,,
24,15:30,6,45,5,71,
25,15:15,8,80,4,73,
26,,,,,,
27,,,,,,
28,,,,,,
29,11:50,6,67,4,52,
30,12:45,6,74,3,47,
31,,,,,,
