date,time,ng,nf,sg,sf,remarks
1,3:14,0,0,0,0,0
2,3:10,1,6,0,0,7
3,3:19,1,6,0,0,14
4,3:20,1,6,0,0,11
5,,,,,,C-S
6,3:12,1,1,0,0,14
7,3:12,1,2,0,0,7
8,3:19,1,2,0,0,18
9,4:00,1,2,1,7,19
10,,,,,,R
11,3:13,0,0,1,10,20
12,3:11,0,0,1,8,15
13,3:14,0,0,1,6,15
14,3:16,0,0,1,13,17
15,3:14,0,0,1,7,18
16,3:35,0,0,2,14,30
17,4:21,0,0,2,18,30
18,3:14,0,0,2,12,24
19,3:13,0,0,1,12,20
20,,,,,,C-R
21,3:20,0,0,0,0,9
22,2:50,0,0,0,0,0
23,,,,,,C
24,3:14,0,0,0,0,0
25,3:18,0,0,0,0,0
26,3:10,0,0,0,0,13
27,3:09,0,0,0,0,7
28,3:12,0,0,0,0,0
29,,,,,,C
30,5:19,0,0,0,0,7
31,3:10,0,0,0,0,8
