date,time,ng,nf,sg,sf,remarks
1,4:00,3,8,3,9,
2,2:43,3,18,4,13,
3,4:40,2,25,5,28,
4,3:55,3,25,5,31,
5,3:52,2,26,6,33,
6,2:52,3,18,4,31,
7,,,,,,M
8,,,,,,C-R
9,6:08,0,0,8,58,naked eye=1C
10,3:55,1,2,6,50,naked eye=1C
11,4:40,1,2,4,29,
12,,,,,,C
13,,,,,,C
14,4:16,3,31,3,23,
15,4:56,3,26,2,12,naked eye=1b
16,2:46,4,63,2,17,naked eye=1a
17,7:05,4,72,2,2,naked eye=1a
18,4:05,3,66,1,1,naked eye=1a
19,1:25,3,55,0,0,naked eye=1a
20,3:08,1,50,1,2,naked eye=1b
21,5:10,1,44,1,2,naked eye=1c
22,2:40,1,46,1,2,
23,1:37,1,25,1,2,
24,,,,,,C
25,2:20,1,1,1,2,
26,2:30,1,5,1,2,
27,2:55,2,14,1,1,
28,1:07,2,23,0,0,
29,2:57,2,19,1,2,
30,3:09,2,9,2,5,
31,2:50,2,10,1,9,
