date,time,ng,nf,sg,sf,remarks
1,2:58,0,0,1,2,9
2,0:32,0,0,1,2,8
3,,,,,,C
4,1:02,1,3,0,0,8
5,,,,,,C
6,,,,,,C
7,5:17,1,2,0,0,7
8,1:09,0,0,0,0,0
9,5:13,0,0,0,0,0
10,,,,,,C
11,,,,,,C
12,,,,,,R
13,0:03,0,0,0,0,0
14,0:04,0,0,0,0,0
15,3:58,0,0,0,0,0
16,,,,,,C
17,1:13,0,0,0,0,0
18,2:10,0,0,1,1,0
19,,,,,,R
20,2:38,0,0,0,0,0
21,1:04,0,0,0,0,0
22,2:42,0,0,0,0,0
23,1:28,0,0,0,0,0
24,0:58,0,0,0,0,0
25,2:13,0,0,0,0,0
26,1:14,0,0,0,0,0
27,3:50,0,0,0,0,0
28,1:24,0,0,0,0,0
29,1:27,0,0,0,0,0
30,2:44,0,0,0,0,0
31,2:52,0,0,0,0,
