date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,12:30,7,90,6,37,
3,12:30,5,91,7,66,
4,12:20,4,75,4,42,
5,12:30,5,46,3,27,
6,12:22,5,30,3,23,
7,12:20,4,17,3,10,
8,12:22,5,26,2,9,
9,,,,,,M
10,,,,,,C
11,12:40,3,39,2,6,
12,12:25,3,50,1,4,
13,12:24,2,43,1,5,
14,,,,,,M
15,,,,,,S
16,12:25,2,24,3,15,
17,12:28,2,21,5,15,
18,12:38,3,12,5,13,
19,,,,,,S
20,,,,,,C
21,12:25,2,19,3,14,
22,12:25,2,30,1,5,
23,12:30,2,32,2,9,
24,12:25,4,59,1,12,
25,12:35,4,52,1,26,
26,12:29,4,67,3,33,
27,12:30,4,58,1,34,
28,12:29,4,59,2,22,
29,12:29,2,51,4,31,
