date,time,ng,nf,sg,sf,remarks
1,3:40,2,26,5,45,
2,3:34,2,24,5,27,
3,3:36,2,13,5,25,
4,3:35,2,10,4,27,
5,,,,,,M
6,4:50,1,3,4,17,
7,,,,,,C
8,3:34,3,30,1,4,
9,2:26,5,48,3,9,
10,4:20,5,56,2,22,
11,,,,,,M
12,,,,,,M
13,,,,,,C
14,3:28,7,79,6,88,
15,,,,,,C
16,4:10,7,53,6,122,
17,,,,,,C
18,3:33,3,53,6,111,
19,,,,,,C
20,,,,,,R-C
21,5:08,5,103,4,97,
22,3:07,7,88,5,75,
23,2:44,7,77,4,58,
24,3:52,7,68,3,26,
25,3:31,7,59,4,22,
26,3:46,7,45,4,26,
27,,,,,,C
28,5:30,6,20,5,49,
29,2:36,3,18,5,50,
30,2:56,3,9,6,57,
31,,,,,,R
