date,time,ng,nf,sg,sf,remarks
1,,,,,,S
2,3:11,0,0,3,9,
3,3:41,0,0,3,15,
4,3:10,0,0,3,11,
5,3:09,0,0,2,5,
6,3:12,1,3,1,5,
7,3:16,1,11,1,2,
8,3:10,1,22,1,1,
9,3:16,1,37,0,0,
10,5:46,1,42,2,6,
11,,,,,,M
12,,,,,,R
13,3:18,2,38,2,23,
14,,,,,,M
15,3:18,2,13,3,39,
16,3:18,2,12,5,33,
17,3:52,2,5,3,26,
18,,,,,,C
19,,,,,,C
20,3:14,2,19,2,7,
21,3:16,3,32,1,2,
22,3:18,3,42,1,2,
23,,,,,,C
24,,,,,,S
25,,,,,,C
26,3:30,3,36,1,1,
27,3:09,2,20,1,4,
28,,,,,,C
29,,,,,,R
30,3:31,1,2,1,12,
31,3:30,1,11,3,10,
