date,time,ng,nf,sg,sf,remarks
1,2:49,4,35,2,4,
2,,,,,,C
3,6:00,5,19,2,11,
4,2:36,7,29,2,10,
5,3:08,8,27,4,12,
6,,,,,,C
7,2:34,7,22,3,10,
8,2:52,6,26,4,14,
9,5:10,6,38,4,16,
10,3:07,4,46,4,17,
11,3:52,4,44,4,13,
12,3:54,5,53,4,9,
13,2:40,3,36,3,9,
14,,,,,,S
15,2:21,3,36,3,8,
16,2:29,3,31,2,55,
17,3:20,2,23,1,2,
18,2:21,1,19,1,2,
19,3:50,1,10,1,2,
20,2:35,2,12,1,2,
21,2:50,1,12,1,2,
22,,,,,,S-R
23,,,,,,C
24,2:41,3,14,1,2,
25,2:02,3,13,1,1,
26,,,,,,C
27,3:00,3,11,1,7,
28,2:41,2,5,1,6,
29,2:48,3,5,1,2,
30,2:29,2,4,2,4,
31,3:19,2,5,2,5,
