date,time,ng,nf,sg,sf,remarks
1,6:28,0,0,0,0,
2,,,,,,M
3,5:40,0,0,0,0,
4,4:30,0,0,0,0,
5,5:03,0,0,0,0,
6,4:29,0,0,0,0,
7,4:10,1,2,0,0,
8,3:50,1,4,1,2,
9,-20,1,4,1,1,
10,2:50,1,5,0,0,
11,3:57,1,8,0,0,
12,4:06,1,9,0,0,
13,3:40,1,5,0,0,
14,2:55,1,6,0,0,
15,,,,,,C
16,,,,,,R
17,1:53,0,0,1,6,
18,2:30,0,0,1,3,
19,,,,,,C
20,1:40,0,0,0,0,
21,4:20,0,0,0,0,
22,2:26,0,0,0,0,
23,1:30,1,1,0,0,
24,2:21,0,0,0,0,
25,2:01,0,0,0,0,
26,3:50,0,0,0,0,
27,,,,,,C
28,3:57,0,0,1,7,
29,,,,,,C-R
30,4:14,0,0,1,16,
31,3:28,0,0,1,13,
