date,time,ng,nf,sg,sf,remarks
1,12:48,0,0,1,1,
2,12:41,0,0,0,0,
3,,,,,,M
4,13:25,0,0,0,0,
5,14:32,1,4,0,0,
6,7:16,1,4,0,0,
7,,,,,,C
8,,,,,,R
9,,,,,,R
10,12:50,1,1,0,0,
11,,,,,,M
12,12:32,0,0,0,0,
13,,,,,,M
14,12:50,1,5,0,0,
15,,,,,,C
16,12:40,1,8,0,0,
17,14:00,1,4,0,0,
18,,,,,,R
19,,,,,,R
20,14:00,0,0,0,0,
21,,,,,,C
22,11:55,0,0,0,0,
23,11:52,0,0,0,0,
24,16:30,0,0,0,0,
25,13:52,0,0,0,0,
26,12:15,0,0,0,0,
27,12:15,0,0,0,0,
28,11:56,0,0,0,0,
29,12:30,0,0,0,0,
30,12:50,0,0,0,0,
31,12:15,0,0,0,0,
