date,time,ng,nf,sg,sf,remarks
1,,,,,,S
2,,,,,,M
3,0:55,4,47,8,93,naked eye=1c
4,3:52,3,30,8,89,naked eye=1c
5,,,,,,R
6,,,,,,M
7,0:59,4,21,7,80,naked eye=1c
8,3:45,5,32,7,71,
9,1:56,3,26,6,48,
10,0:18,4,23,9,38,
11,0:51,5,29,7,23,
12,,,,,,C
13,0:09,6,60,7,29,
14,3:23,6,55,6,37,
15,,,,,,R
16,2:12,6,61,4,51,
17,1:23,9,58,4,55,
18,2:22,8,54,3,69,naked eye=1c
19,1:07,8,49,3,76,naked eye=1c
20,,,,,,R
21,,,,,,R
22,,,,,,M
23,1:47,9,46,7,42,
24,1:16,7,36,4,13,
25,-8,7,52,6,22,
26,3:57,5,40,6,33,naked eye=1c
27,2:52,7,36,7,52,naked eye=1b
28,0:13,6,45,7,54,naked eye=1c
29,0:08,7,49,6,58,naked eye=1c
30,0:45,5,52,8,50,naked eye=1c
31,4:41,3,48,8,30,naked eye=1c
