date,time,ng,nf,sg,sf,remarks
1,4:07,5,39,0,0,
2,2:16,5,40,0,0,
3,3:04,3,23,0,0,
4,2:59,3,13,1,10,
5,3:22,2,7,1,12,
6,,,,,,C
7,2:45,2,14,2,25,
8,,,,,,R
9,5:58,2,32,2,48,
10,2:35,2,33,2,57,
11,4:10,1,28,2,54,
12,3:12,1,31,2,55,
13,2:48,2,26,2,33,
14,2:10,2,20,2,24,
15,,,,,,R
16,,,,,,R
17,,,,,,C
18,2:39,1,18,1,5,
19,1:59,1,8,0,0,
20,3:39,1,5,0,0,
21,1:19,1,6,0,0,
22,,,,,,C
23,,,,,,R
24,3:27,0,0,2,30,
25,2:10,0,0,3,29,
26,,,,,,R
27,,,,,,C
28,-10,0,0,1,9,
29,2:12,1,2,1,9,
30,2:15,0,0,2,8,
