date,time,ng,nf,sg,sf,remarks
1,3:57,4,95,5,34,
2,3:25,4,102,5,47,
3,3:20,4,102,8,35,
4,3:48,5,92,4,19,
5,3:51,6,108,3,20,
6,,,,,,M
7,3:10,6,73,6,28,
8,,,,,,M
9,,,,,,C
10,6:00,4,63,6,34,
11,4:20,4,65,6,45,
12,,,,,,R-C
13,,,,,,M
14,2:50,5,58,6,79,
15,3:07,6,44,5,72,
16,,,,,,C
17,,,,,,R
18,3:05,4,13,5,74,
19,3:18,3,19,7,80,
20,3:32,2,26,6,61,
21,,,,,,R
22,3:41,4,46,4,23,
23,3:40,6,52,4,23,
24,,,,,,M
25,,,,,,C
26,3:37,4,46,5,26,
27,3:50,5,54,5,8,
28,3:12,4,52,1,7,
29,3:22,5,38,1,1,
30,,,,,,C
