date,time,ng,nf,sg,sf,remarks
1,3:00,3,15,2,73,
2,1:34,2,7,2,57,
3,5:13,2,4,2,44,
4,1:38,2,5,4,37,
5,1:07,2,6,4,29,
6,4:32,2,7,5,37,
7,4:10,3,19,4,27,
8,4:04,3,19,5,11,
9,,,,,,C-R
10,1:58,4,29,3,16,
11,2:50,4,35,3,9,
12,2:31,5,37,3,7,
13,1:38,4,32,1,2,
14,3:05,5,39,2,3,
15,4:17,5,30,1,2,
16,2:08,5,33,1,2,
17,2:12,6,39,1,2,
18,3:37,5,40,0,0,
19,3:35,4,46,1,7,
20,3:41,3,38,2,16,
21,1:07,2,35,2,14,
22,4:22,2,20,2,18,
23,3:03,1,14,2,17,
24,2:43,1,4,2,35,
25,3:44,1,2,3,49,
26,2:22,0,0,5,68,
27,,,,,,C-R
28,3:41,0,0,3,41,
29,3:24,0,0,3,27,
30,3:32,1,5,4,33,
