date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,3:27,1,5,4,42,
3,3:42,2,3,4,49,
4,4:30,0,0,2,49,
5,3:19,0,0,4,56,
6,,,,,,C
7,2:23,0,0,3,42,
8,,,,,,C
9,,,,,,M
10,3:00,2,3,2,27,
11,2:10,1,2,2,18,
12,,,,,,C
13,,,,,,R
14,,,,,,R
15,2:39,2,11,0,0,
16,2:59,1,6,1,5,
17,2:26,2,6,2,5,
18,3:16,3,17,1,7,
19,3:39,2,35,1,2,
20,2:37,2,59,1,1,
21,,,,,,C
22,,,,,,R
23,2:40,1,53,5,21,
24,2:29,4,68,2,34,
25,,,,,,C
26,1:07,2,62,1,75,
27,3:50,4,84,4,106,
28,,,,,,C
29,0:09,3,68,5,128,
30,2:14,3,84,8,164,
31,2:50,2,76,7,138,
