date,time,ng,nf,sg,sf,remarks
1,3:13,0,0,3,17,
2,3:20,1,6,4,20,
3,3:20,1,6,3,10,
4,0:00,1,7,3,12,
5,3:12,1,5,3,16,
6,,,,,,C
7,,,,,,C
8,,,,,,C
9,,,,,,C
10,3:20,1,2,5,63,
11,,,,,,M
12,,,,,,C
13,3:40,2,5,4,71,
14,3:50,2,5,3,42,
15,,,,,,C
16,3:24,1,2,6,40,
17,3:14,1,2,4,37,
18,2:30,1,3,5,45,
19,3:00,2,4,3,38,
20,,,,,,C
21,3:21,3,10,5,52,
22,3:18,3,14,5,41,
23,,,,,,C
24,3:16,2,11,5,37,
25,3:17,4,24,5,32,
26,,,,,,C
27,3:20,4,24,2,6,
28,3:14,3,26,2,4,
29,3:11,3,17,1,1,
30,3:10,2,3,0,0,
