date,time,ng,nf,sg,sf,remarks
1,0:29,9,118,6,52,
2,3:30,8,89,5,33,
3,,,,,,R
4,3:50,7,,2,,C
5,3:08,9,74,3,13,
6,,,,,,C
7,,,,,,R
8,1:22,11,94,6,19,
9,2:07,9,90,4,18,
10,2:22,9,99,5,32,
11,1:54,8,79,3,25,
12,1:44,7,83,4,20,
13,2:48,8,86,5,17,
14,1:53,9,102,5,15,
15,2:19,9,94,2,12,
16,2:13,9,97,4,16,
17,2:27,12,99,5,10,
18,,,,,,R
19,,,,,,R
20,0:26,11,86,7,44,
21,0:07,15,81,7,45,
22,0:56,8,57,7,40,
23,2:56,7,59,4,33,
24,2:15,6,39,6,54,
25,3:38,6,33,7,71,
26,1:20,5,26,8,69,
27,3:30,4,12,5,40,
28,,,,,,M
29,,,,,,C
30,0:54,9,79,6,31,
31,1:20,11,71,6,33,
