date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:33,7,70,9,44,
3,,,,,,M
4,3:46,6,39,8,45,
5,,,,,,M
6,4:48,5,40,7,61,
7,4:00,3,32,6,64,
8,,,,,,R
9,,,,,,R
10,4:28,6,15,6,66,
11,4:50,4,9,5,59,
12,4:02,4,13,4,72,
13,,,,,,M
14,1:52,3,23,7,135,
15,3:41,2,13,6,165,
16,,,,,,M
17,4:14,3,11,7,178,
18,2:27,4,9,9,202,
19,3:30,4,12,9,179,
20,2:10,4,15,8,148,
21,,,,,,C
22,,,,,,R
23,1:03,3,17,7,63,
24,0:15,3,14,8,39,
25,1:42,3,13,6,35,
26,0:12,5,18,5,30,
27,2:43,4,14,3,12,
28,2:40,5,29,3,19,
29,,,,,,R
30,3:39,8,44,8,23,
31,2:31,9,46,6,46,
