date,time,ng,nf,sg,sf,remarks
1,2:26,0,0,3,7,
2,3:09,0,0,3,6,
3,2:58,2,2,2,4,
4,5:30,1,2,2,4,
5,2:51,1,2,2,4,
6,,,,,,C
7,3:30,1,4,3,6,
8,,,,,,M
9,3:07,2,7,2,6,
10,2:21,2,9,3,15,
11,,,,,,C--R
12,,,,,,M
13,5:10,4,25,2,33,
14,4:20,5,37,2,21,
15,4:35,6,41,3,21,
16,4:22,6,34,3,13,
17,,,,,,R
18,5:34,6,30,1,2,
19,,,,,,M
20,2:52,2,41,2,4,
21,4:14,2,37,3,6,
22,2:39,3,40,2,4,
23,,,,,,R
24,2:30,3,24,1,5,
25,2:16,3,19,1,5,
26,,,,,,R
27,2:29,2,7,1,27,
28,2:47,2,6,1,23,
29,,,,,,M
30,2:30,3,14,1,8,
