date,time,ng,nf,sg,sf,remarks
1,1:52,2,17,4,37,
2,2:57,2,11,4,33,
3,2:10,1,2,3,20,
4,2:20,1,5,5,20,
5,0:39,1,1,7,18,
6,3:53,0,0,4,18,
7,2:03,0,0,4,22,
8,3:29,0,0,4,23,
9,0:30,0,0,5,22,
10,,,,,,S
11,2:45,0,0,5,25,
12,,,,,,C
13,1:58,0,0,6,40,
14,,,,,,S
15,1:38,2,8,6,47,
16,,,,,,R
17,1:41,4,15,5,48,
18,2:53,5,16,2,30,
19,,,,,,S
20,,,,,,S
21,1:50,7,18,2,8,
22,1:23,7,32,2,11,
23,0:38,6,24,2,16,
24,,,,,,C
25,3:45,4,12,3,23,
26,2:47,3,5,4,28,
27,1:25,3,5,5,33,
28,,,,,,M
29,2:04,2,9,4,55,
30,1:59,3,14,3,57,
31,2:00,2,14,4,56,
