date,time,ng,nf,sg,sf,remarks
1,16:00,5,76,3,27,
2,14:00,5,72,3,16,
3,15:30,5,75,2,16,
4,15:15,7,67,2,9,
5,13:45,4,51,4,18,
6,16:15,4,29,5,43,
7,17:05,5,26,3,31,不確実?
8,13:00,7,18,5,53,
9,11:50,3,5,4,53,
10,12:00,1,1,5,58,
11,,,,,,R
12,14:10,3,15,5,107,
13,,,,,,R
14,,,,,,C
15,,,,,,C
16,,,,,,R
17,,,,,,R
18,13:00,6,36,6,54,
19,9:15,7,51,7,45,
20,,,,,,R
21,13:10,7,20,5,16,不確実?
22,,,,,,R
23,13:20,7,24,5,22,
24,13:30,5,10,6,28,
25,11:30,7,12,4,24,
26,,,,,,R
27,15:50,6,11,4,19,不確実?
28,13:00,6,13,2,26,
29,,,,,,R
30,16:15,7,20,3,25,
