date,time,ng,nf,sg,sf,remarks
1,2:21,0,26,1,14,20
2,3:26,2,4,1,12,15
3,-13,1,1,1,13,31
4,1:47,2,11,1,16,47
5,3:23,2,17,1,15,62
6,1:23,2,18,3,23,58
7,3:53,2,14,3,29,55
8,,,,,,M
9,2:13,1,3,3,46,55
10,1:12,2,14,5,67,75
11,1:24,2,15,4,64,71
12,3:40,2,10,5,51,53
13,3:10,2,11,2,32,34
14,3:06,2,6,1,11,32
15,,,,,,C
16,,,,,,C
17,,,,,,R
18,1:30,3,6,1,4,28
19,3:20,4,16,1,3,39
20,3:50,1,7,1,1,23
21,1:25,2,8,1,1,23
22,1:17,2,11,1,1,17
23,2:26,1,5,1,2,23
24,3:57,2,10,1,7,25
25,,,,,,C
26,3:20,3,9,1,15,36
27,1:45,3,13,3,13,50
28,1:28,3,14,1,8,38
29,1:35,3,14,5,14,58
30,5:25,3,,2,,M
31,,,,,,R
