date,time,ng,nf,sg,sf,remarks
1,3:53,4,27,7,49,
2,3:59,9,49,5,41,
3,4:08,7,46,4,31,
4,4:36,5,38,5,23,
5,m1:01,4,32,4,23,
6,2:55,4,28,5,23,
7,3:55,4,29,4,26,
8,4:08,6,35,4,27,
9,,,,,,M
10,,,,,,R
11,4:20,6,45,8,23,
12,4:21,7,61,4,13,
13,,,,,,M
14,6:06,9,75,7,39,
15,1:06,8,79,9,39,
16,7:11,8,77,6,38,
17,,,,,,C
18,,,,,,M
19,6:21,9,102,8,73,
20,4:12,9,84,10,129,
21,3:47,7,45,11,134,
22,,,,,,M
23,,,,,,C
24,1:54,6,31,9,188,
25,3:23,7,29,9,180,
26,2:13,7,35,7,121,
27,2:01,6,48,6,106,
28,1:22,5,36,7,84,
29,2:52,3,57,8,57,
30,3:54,4,63,9,54,
31,0:00,4,53,7,30,
