date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:23,0,0,1,2,
3,3:14,0,0,2,4,
4,,,,,,M
5,3:16,1,1,4,10,
6,3:18,1,2,5,9,
7,,,,,,M
8,,,,,,M
9,,,,,,M
10,3:18,2,21,5,13,
11,3:16,2,28,5,16,
12,3:20,2,31,4,15,肉眼黒点=1
13,3:20,2,33,3,25,肉眼黒点=1
14,3:21,1,39,3,17,肉眼黒点=1
15,,,,,,C
16,3:30,2,43,2,9,肉眼黒点=1
17,,,,,,C
18,3:18,3,36,2,3,肉眼黒点=1
19,,,,,,M
20,3:13,2,17,0,0,
21,3:40,1,13,0,0,
22,,,,,,M
23,,,,,,C
24,,,,,,R
25,,,,,,M
26,3:13,1,10,0,0,
27,,,,,,C
28,3:13,2,7,0,0,
29,5:40,1,3,1,11,
30,4:00,1,6,3,28,
