date,time,ng,nf,sg,sf,remarks
1,12:25,5,107,7,51,
2,12:30,5,128,7,69,
3,12:40,6,85,5,42,
4,,,,,,M
5,,,,,,R
6,,,,,,C
7,12:35,4,52,2,74,
8,12:25,5,34,2,58,
9,,,,,,M
10,,,,,,M
11,12:25,4,27,4,50,
12,12:40,3,19,2,41,
13,12:20,2,11,2,25,
14,12:15,2,14,2,14,
15,,,,,,C
16,,,,,,C
17,12:30,5,25,1,31,
18,,,,,,R
19,12:45,5,24,1,19,
20,12:20,7,23,1,18,
21,12:30,7,43,1,8,
22,12:35,9,40,1,4,
23,12:40,9,,1,,C
24,12:30,10,71,1,1,
25,12:30,11,90,3,5,
26,12:15,10,84,2,4,
27,,,,,,R
28,,,,,,M
29,12:30,6,83,3,62,
30,,,,,,R
31,12:30,5,,2,,M
