date,time,ng,nf,sg,sf,remarks
1,2:30,0,0,2,5,
2,4:55,0,0,2,10,
3,,,,,,R-C
4,3:19,2,11,1,4,
5,,,,,,C-R
6,2:39,4,25,2,4,
7,3:40,3,24,2,4,
8,2:55,3,26,2,5,
9,,,,,,R-C
10,2:02,4,28,1,2,
11,2:40,4,16,1,3,
12,4:30,3,28,2,13,
13,2:35,3,17,2,7,
14,,,,,,C
15,2:40,1,4,2,18,
16,,,,,,C
17,2:18,2,13,2,23,
18,,,,,,C
19,,,,,,R
20,2:50,1,24,1,13,
21,6:10,1,18,1,10,
22,2:50,1,24,1,11,
23,1:09,1,31,0,0,
24,3:55,1,22,0,0,
25,1:56,1,15,0,0,
26,,,,,,C-R
27,,,,,,C
28,0:40,2,6,0,0,
29,3:14,2,6,0,0,
30,3:10,2,7,1,2,
