date,time,ng,nf,sg,sf,remarks
1,3:14,2,10,0,0,14
2,3:13,1,7,0,0,16
3,3:14,1,8,0,0,19
4,3:16,4,17,0,0,29
5,3:18,2,24,0,0,25
6,3:20,2,31,0,0,24
7,2:50,2,11,1,2,24
8,,,,,,C
9,2:42,0,0,1,2,17
10,3:14,0,0,1,2,16
11,3:14,0,0,1,3,10
12,3:16,0,0,1,7,16
13,,,,,,M
14,2:40,0,0,2,4,17
15,3:40,0,0,1,3,8
16,3:20,1,1,1,3,14
17,,,,,,C
18,3:18,1,6,0,0,18
19,3:18,1,5,0,0,13
20,2:55,2,13,0,0,30
21,,,,,,C
22,2:33,3,7,0,0,23
23,,,,,,C
24,4:20,0,0,0,0,0
25,0:06,0,0,0,0,0
26,0:46,0,0,0,0,0
27,,,,,,C
28,,,,,,M
29,,,,,,R
30,4:20,0,0,0,0,7
