date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,4:00,0,0,0,0,
3,4:10,1,2,0,0,
4,1:15,0,0,0,0,
5,2:50,0,0,0,0,
6,3:40,0,0,0,0,
7,2:30,0,0,0,0,
8,2:00,0,0,0,0,
9,2:10,0,0,0,0,
10,1:15,0,0,0,0,
11,2:10,0,0,0,0,
12,0:50,0,0,0,0,
13,,,,,,R
14,1:40,0,0,0,0,
15,3:20,0,0,0,0,
16,1:30,0,0,0,0,
17,,,,,,C
18,,,,,,R
19,1:45,0,0,0,0,
20,,,,,,R
21,,,,,,C
22,2:35,0,0,0,0,
23,1:05,0,0,0,0,
24,,,,,,M
25,2:50,0,0,0,0,
26,1:40,0,0,0,0,
27,1:40,0,0,0,0,
28,1:50,0,0,0,0,
29,1:30,0,0,0,0,
30,1:55,1,5,0,0,
