date,time,ng,nf,sg,sf,remarks
1,2:14,2,72,2,34,
2,1:31,2,47,3,37,
3,,,,,,M
4,3:40,2,70,2,44,
5,4:20,2,61,2,51,
6,4:46,2,51,2,43,
7,2:45,2,45,3,35,
8,4:16,2,50,2,15,
9,4:15,2,47,2,9,
10,4:22,1,45,1,2,
11,4:40,1,42,0,0,
12,3:15,1,34,0,0,
13,,,,,,C
14,,,,,,C
15,0:58,2,7,2,5,
16,4:41,2,11,2,3,
17,,,,,,R
18,2:10,2,15,1,2,
19,4:20,2,22,0,0,
20,4:12,3,35,0,0,
21,4:20,4,52,0,0,
22,4:20,4,55,0,0,
23,,,,,,M
24,2:22,5,44,1,2,
25,4:20,5,45,0,0,
26,2:59,4,50,1,2,
27,4:16,4,34,2,2,
28,3:00,3,24,1,4,
29,5:26,2,11,3,11,
30,3:53,2,5,2,6,
31,4:30,1,2,2,16,
