date,time,ng,nf,sg,sf,remarks
1,4:40,0,0,1,5,
2,4:15,0,0,1,3,
3,4:00,0,0,0,0,
4,1:58,0,0,1,3,
5,1:29,0,0,1,6,
6,3:32,0,0,1,5,
7,3:00,0,0,2,5,
8,2:40,0,0,2,9,
9,,,,,,R
10,2:30,0,0,3,21,
11,,,,,,C
12,2:18,0,0,3,51,
13,,,,,,R
14,3:02,0,0,1,39,
15,,,,,,C
16,2:40,0,0,1,33,
17,3:54,0,0,2,22,
18,2:51,1,2,2,18,
19,3:19,1,1,3,14,
20,4:39,0,0,2,9,
21,0:28,0,0,1,9,
22,2:51,1,2,1,21,
23,2:57,0,0,2,18,
24,3:00,0,0,2,18,
25,2:50,0,0,3,16,
26,,,,,,M
27,2:30,0,0,3,9,
28,4:24,0,0,2,3,
29,3:30,0,0,1,10,
30,3:50,0,0,1,2,
31,,,,,,C
