date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,3:26,1,10,1,16,
3,3:51,1,8,1,3,
4,3:20,1,8,0,0,
5,2:21,1,6,0,0,
6,3:21,1,3,0,0,
7,3:04,1,2,1,2,
8,3:00,0,0,0,0,
9,3:20,0,0,1,2,
10,,,,,,C
11,,,,,,R
12,4:28,1,3,2,4,
13,3:21,1,6,2,9,
14,3:46,0,0,3,12,
15,4:23,0,0,3,13,
16,2:40,0,0,3,14,
17,2:10,1,2,2,10,
18,1:47,1,5,3,12,
19,2:44,1,7,4,13,
20,3:28,1,12,3,10,
21,2:04,1,17,3,9,
22,,,,,,M
23,2:38,2,19,3,6,
24,3:54,2,11,3,6,
25,4:51,2,15,2,3,
26,4:06,2,14,1,1,
27,4:50,3,13,0,0,
28,4:09,4,16,1,1,
29,3:11,5,21,1,2,
30,,,,,,M
31,2:12,3,22,0,0,
