date,time,ng,nf,sg,sf,remarks
1,8:45,5,15,3,16,
2,11:25,4,8,3,14,
3,11:00,3,7,3,13,
4,11:00,3,4,3,3,
5,9:15,2,3,3,4,
6,9:10,1,1,2,4,
7,8:30,2,5,3,7,
8,15:10,3,13,3,18,
9,15:15,3,28,3,19,
10,8:50,5,28,4,21,
11,9:50,3,45,4,27,
12,8:10,3,35,4,27,
13,8:15,3,44,4,25,
14,10:30,4,46,2,18,
15,8:10,4,55,1,13,
16,,,,,,R
17,8:05,4,31,1,5,
18,14:40,4,25,1,5,
19,11:55,3,20,2,5,
20,8:05,4,28,2,4,
21,,,,,,S
22,9:20,2,6,2,8,
23,8:50,3,15,2,7,
24,13:45,3,13,2,11,
25,14:40,3,15,2,14,
26,10:10,3,19,2,14,
27,10:00,4,15,2,8,
28,10:15,4,18,3,12,
29,11:55,4,18,3,12,
30,,,,,,C
