date,time,ng,nf,sg,sf,remarks
1,4:04,6,56,1,1,
2,5:46,7,48,2,5,
3,3:20,5,43,1,4,
4,,,,,,R
5,3:21,5,34,3,13,
6,3:26,6,34,3,8,
7,3:16,8,61,5,15,
8,4:40,9,57,4,30,
9,2:50,8,56,4,33,
10,,,,,,C
11,3:15,6,63,5,49,
12,3:24,3,50,5,53,
13,3:13,4,57,5,35,
14,4:22,5,52,4,29,
15,,,,,,M
16,5:20,4,38,3,27,
17,3:06,5,40,5,30,
18,5:20,4,28,4,36,
19,,,,,,C
20,2:44,2,15,5,50,
21,3:14,3,35,4,49,
22,2:58,3,19,4,60,
23,0:41,2,8,4,51,
24,,,,,,R
25,3:07,6,24,3,34,
26,4:40,6,27,2,28,
27,,,,,,M
28,,,,,,C
29,3:20,9,53,2,13,
30,,,,,,M
31,4:10,5,52,4,25,
