date,time,ng,nf,sg,sf,remarks
1,15:35,1,,0,0,
2,12:00,1,44,1,3,
3,12:20,1,33,1,1,
4,,,,,,
5,11:55,2,29,0,0,
6,12:05,3,42,0,0,
7,,,,,,
8,,,,,,
9,13:15,2,,0,0,
10,12:55,2,36,0,0,
11,,,,,,
12,13:00,2,14,0,0,
13,12:50,2,11,0,0,
14,12:45,1,16,0,0,
15,,,,,,
16,11:45,1,28,0,0,
17,14:35,1,25,0,0,
18,12:40,1,29,0,0,
19,13:00,1,20,0,0,
20,13:10,3,17,0,0,
21,,,,,,
22,,,,,,
23,13:15,4,31,0,0,
24,,,,,,
25,14:00,3,39,0,0,
26,,,,,,
27,,,,,,
28,12:25,2,13,0,0,
29,13:20,3,15,0,0,
30,12:40,4,11,0,0,
