date,time,ng,nf,sg,sf,remarks
1,8:10,5,90,1,2,
2,7:50,5,74,2,6,
3,7:45,5,54,2,9,
4,13:40,6,24,1,11,
5,7:25,5,27,1,24,
6,12:50,6,33,2,19,
7,7:15,4,37,2,21,
8,7:20,6,44,3,19,
9,7:45,4,39,3,20,
10,7:15,3,38,4,17,
11,,,,,,C
12,12:15,2,30,3,15,
13,13:05,2,33,2,18,
14,,,,,,C
15,11:30,2,10,4,16,
16,13:55,3,23,3,9,
17,13:15,3,48,3,8,
18,8:10,4,51,3,8,
19,8:00,5,57,3,7,
20,,,,,,C
21,,,,,,C
22,12:15,6,75,1,9,
23,,,,,,C
24,7:15,5,89,2,12,
25,7:40,5,79,2,27,
26,12:20,5,78,2,17,
27,13:05,5,61,2,20,
28,12:25,4,56,3,32,
29,,,,,,C
30,12:25,4,44,4,23,
31,12:25,6,44,5,21,
